Tiempo (ms),Amplitud (dBm)
0.013443918178245673,-41.3778190612793
0.013547332933462948,-41.617618560791016
0.013650747688680222,-42.14419937133789
0.013754162443897497,-37.91330337524414
0.013857577199114771,-40.648521423339844
0.013960991954332045,-38.997562408447266
0.014064406709549318,-39.393314361572266
0.014167821464766594,-42.43666076660156
0.01427123621998387,-39.426361083984375
0.014374650975201143,-41.04619216918945
0.014478065730418417,-40.648521423339844
0.01458148048563569,-41.20382308959961
0.014684895240852966,-40.802818298339844
0.014788309996070241,-39.14863586425781
0.014891724751287515,-40.541282653808594
0.014995139506504789,-39.43899917602539
0.015098554261722063,-36.59809875488281
0.015201969016939338,-41.997982025146484
0.015305383772156612,-38.99088668823242
0.015408798527373885,-41.064552307128906
0.01551221328259116,-39.25839614868164
0.015615628037808436,-40.13699722290039
0.01571904279302571,-38.99088668823242
0.015822457548242984,-38.49399185180664
0.01592587230346026,-40.008995056152344
0.016029287058677535,-40.385231018066406
0.01613270181389481,-42.689720153808594
0.016236116569112082,-42.26869583129883
0.016339531324329356,-38.22404861450195
0.01644294607954663,-40.18552017211914
0.016546360834763903,-40.13699722290039
0.016649775589981177,-39.14863586425781
0.016753190345198454,-41.84810256958008
0.016856605100415728,-39.14863586425781
0.016960019855633005,-40.19769287109375
0.01706343461085028,-39.58576583862305
0.017166849366067553,-40.59457015991211
0.017270264121284826,-39.92168426513672
0.0173736788765021,-39.61409378051758
0.017477093631719374,-42.77745819091797
0.017580508386936648,-41.03385925292969
0.01768392314215392,-40.57957077026367
0.017787337897371195,-39.679420471191406
0.017890752652588476,-42.519386291503906
0.01799416740780575,-39.61646270751953
0.018097582163023023,-42.157737731933594
0.018200996918240297,-42.04513931274414
0.01830441167345757,-39.679420471191406
0.018407826428674844,-42.04513931274414
0.018511241183892118,-42.068260192871094
0.01861465593910939,-39.679420471191406
0.018718070694326665,-40.47093200683594
0.018821485449543943,-40.050537109375
0.018924900204761216,-40.05889129638672
0.019028314959978494,-39.68769454956055
0.019131729715195767,-40.648521423339844
0.01923514447041304,-40.671688079833984
0.019338559225630315,-42.068260192871094
0.01944197398084759,-39.393314361572266
0.019545388736064862,-41.82612228393555
0.019648803491282136,-41.617618560791016
0.01975221824649941,-41.354331970214844
0.019855633001716687,-41.354331970214844
0.01995904775693396,-42.230674743652344
0.020062462512151234,-39.61646270751953
0.02016587726736851,-38.805240631103516
0.020269292022585785,-40.541282653808594
0.02037270677780306,-38.22404861450195
0.020476121533020333,-40.13699722290039
0.020579536288237606,-41.354331970214844
0.02068295104345488,-42.519386291503906
0.020786365798672157,-39.811702728271484
0.02088978055388943,-39.77821350097656
0.020993195309106705,-41.55028533935547
0.02109661006432398,-38.64588165283203
0.021200024819541252,-41.04619216918945
0.02130343957475853,-41.10609436035156
0.021406854329975803,-40.19769287109375
0.021510269085193077,-43.55158233642578
0.02161368384041035,-38.9876823425293
0.021717098595627628,-42.04513931274414
0.0218205133508449,-41.50429153442383
0.021923928106062175,-42.689720153808594
0.02202734286127945,-39.58576583862305
0.022130757616496723,-38.53998565673828
0.022234172371713996,-38.862632751464844
0.02233758712693127,-41.10609436035156
0.022441001882148544,-41.55028533935547
0.02254441663736582,-40.92359924316406
0.022647831392583095,-38.7580680847168
0.022751246147800372,-41.04619216918945
0.022854660903017646,-38.665470123291016
0.02295807565823492,-38.38399124145508
0.023061490413452193,-42.519386291503906
0.023164905168669467,-39.76715850830078
0.02326831992388674,-41.50429153442383
0.023371734679104014,-39.14863586425781
0.023475149434321288,-40.648521423339844
0.02357856418953856,-40.385231018066406
0.023681978944755842,-39.58576583862305
0.023785393699973116,-40.41005325317383
0.02388880845519039,-41.997982025146484
0.023992223210407664,-40.57957077026367
0.024095637965624937,-38.9876823425293
0.02419905272084221,-40.59457015991211
0.024302467476059485,-40.723358154296875
0.02440588223127676,-39.40049362182617
0.024509296986494032,-41.55028533935547
0.02461271174171131,-41.446346282958984
0.024716126496928583,-41.25859832763672
0.02481954125214586,-40.541282653808594
0.024922956007363134,-38.410728454589844
0.025026370762580408,-41.82612228393555
0.02512978551779768,-41.061038970947266
0.025233200273014955,-39.58576583862305
0.02533661502823223,-38.99088668823242
0.025440029783449503,-39.679420471191406
0.025543444538666776,-42.43666076660156
0.025646859293884054,-42.157737731933594
0.025750274049101327,-39.52921676635742
0.0258536888043186,-40.050537109375
0.025957103559535878,-40.59457015991211
0.026060518314753152,-41.55028533935547
0.026163933069970426,-37.949676513671875
0.0262673478251877,-39.679420471191406
0.026370762580404973,-41.04619216918945
0.026474177335622247,-38.306514739990234
0.026577592090839524,-42.99246597290039
0.026681006846056798,-41.04619216918945
0.02678442160127407,-38.64789581298828
0.026887836356491345,-41.28157424926758
0.02699125111170862,-41.82612228393555
0.027094665866925896,-40.41005325317383
0.02719808062214317,-39.07741165161133
0.027301495377360444,-36.77799606323242
0.027404910132577717,-40.648521423339844
0.027508324887794994,-41.064552307128906
0.027611739643012268,-43.405975341796875
0.027715154398229542,-41.997982025146484
0.027818569153446816,-40.385231018066406
0.02792198390866409,-40.05889129638672
0.028025398663881363,-40.050537109375
0.028128813419098637,-38.862632751464844
0.028232228174315914,-42.77745819091797
0.028335642929533188,-38.82469940185547
0.02843905768475046,-41.04433822631836
0.02854247243996774,-41.3778190612793
0.028645887195185012,-40.541282653808594
0.028749301950402286,-39.140663146972656
0.02885271670561956,-41.064552307128906
0.028956131460836834,-40.385231018066406
0.029059546216054107,-38.669517517089844
0.02916296097127138,-38.769874572753906
0.029266375726488655,-40.723358154296875
0.029369790481705932,-40.084716796875
0.02947320523692321,-40.59457015991211
0.029576619992140483,-40.18552017211914
0.029680034747357757,-40.19769287109375
0.02978344950257503,-40.541282653808594
0.029886864257792304,-40.264408111572266
0.029990279013009578,-40.18552017211914
0.03009369376822685,-39.708824157714844
0.030197108523444125,-38.481773376464844
0.0303005232786614,-40.13699722290039
0.030403938033878676,-41.04433822631836
0.030507352789095953,-40.541282653808594
0.030610767544313223,-38.60731887817383
0.030714182299530497,-41.20382308959961
0.03081759705474777,-41.55028533935547
0.030921011809965045,-40.98710250854492
0.03102442656518232,-41.04619216918945
0.0311278413203996,-40.385231018066406
0.031231256075616873,-42.43666076660156
0.031334670830834147,-42.068260192871094
0.03143808558605142,-40.648521423339844
0.031541500341268694,-40.541282653808594
0.03164491509648597,-42.689720153808594
0.03174832985170324,-39.628475189208984
0.03185174460692052,-39.77821350097656
0.031955159362137796,-39.25839614868164
0.03205857411735507,-40.050537109375
0.03216198887257234,-42.519386291503906
0.03226540362778962,-42.689720153808594
0.03236881838300689,-38.769874572753906
0.032472233138224164,-39.203773498535156
0.03257564789344144,-38.997562408447266
0.03267906264865871,-39.61646270751953
0.032782477403875986,-40.541282653808594
0.03288589215909326,-41.354331970214844
0.03298930691431053,-40.694976806640625
0.03309272166952781,-41.55028533935547
0.03319613642474508,-42.157737731933594
0.033299551179962354,-42.752689361572266
0.033402965935179635,-40.648521423339844
0.03350638069039691,-41.793724060058594
0.03360979544561418,-40.694976806640625
0.033713210200831456,-39.77821350097656
0.03381662495604874,-41.25859832763672
0.03392003971126601,-43.99740219116211
0.034023454466483284,-39.19234085083008
0.03412686922170056,-41.20382308959961
0.03423028397691783,-39.58576583862305
0.034333698732135105,-42.04513931274414
0.03443711348735238,-42.689720153808594
0.03454052824256965,-37.2993049621582
0.034643942997786926,-39.811702728271484
0.0347473577530042,-39.426361083984375
0.034850772508221474,-40.57957077026367
0.03495418726343875,-42.068260192871094
0.03505760201865602,-40.648521423339844
0.035161016773873295,-40.671688079833984
0.03526443152909057,-41.354331970214844
0.03536784628430784,-42.77745819091797
0.035471261039525116,-39.92168426513672
0.03557467579474239,-41.5986442565918
0.03567809054995967,-41.25859832763672
0.03578150530517695,-40.557621002197266
0.035884920060394225,-41.001747131347656
0.0359883348156115,-36.18708038330078
0.03609174957082877,-40.18552017211914
0.036195164326046046,-44.36463165283203
0.03629857908126332,-39.910892486572266
0.036401993836480594,-42.689720153808594
0.03650540859169787,-38.38399124145508
0.03660882334691514,-40.008995056152344
0.036712238102132415,-40.385231018066406
0.03681565285734969,-38.306514739990234
0.03691906761256696,-37.43770217895508
0.037022482367784236,-39.628475189208984
0.03712589712300151,-44.710411071777344
0.03722931187821878,-40.050537109375
0.03733272663343606,-40.541282653808594
0.03743614138865333,-37.478702545166016
0.037539556143870605,-41.997982025146484
0.037642970899087885,-40.385231018066406
0.03774638565430516,-37.68467712402344
0.03784980040952243,-42.99246597290039
0.037953215164739706,-40.541282653808594
0.03805662991995699,-41.82612228393555
0.03816004467517426,-40.385231018066406
0.038263459430391535,-40.264408111572266
0.03836687418560881,-39.910892486572266
0.03847028894082608,-39.25839614868164
0.038573703696043356,-41.3778190612793
0.03867711845126063,-39.46009063720703
0.0387805332064779,-40.57957077026367
0.03888394796169518,-41.55028533935547
0.03898736271691245,-40.98710250854492
0.039090777472129724,-40.050537109375
0.039194192227347,-43.65882110595703
0.03929760698256427,-40.41005325317383
0.039401021737781546,-40.84526062011719
0.03950443649299882,-41.82612228393555
0.0396078512482161,-41.04619216918945
0.039711266003433374,-41.82612228393555
0.03981468075865065,-41.446346282958984
0.03991809551386792,-38.7580680847168
0.040021510269085195,-40.541282653808594
0.04012492502430247,-41.064552307128906
0.04022833977951974,-38.89236831665039
0.04033175453473702,-38.60731887817383
0.0404351692899543,-40.59457015991211
0.04053858404517157,-40.41005325317383
0.040641998800388844,-40.98710250854492
0.04074541355560612,-39.43899917602539
0.04084882831082339,-41.20382308959961
0.040952243066040665,-42.689720153808594
0.04105565782125794,-36.97734832763672
0.04115907257647521,-38.669517517089844
0.041262487331692486,-40.541282653808594
0.04136590208690976,-38.29033279418945
0.04146931684212704,-39.679420471191406
0.041572731597344315,-39.92168426513672
0.04167614635256159,-41.46172332763672
0.04177956110777886,-40.98710250854492
0.041882975862996136,-37.15114212036133
0.04198639061821341,-39.811702728271484
0.04208980537343068,-40.13699722290039
0.04219322012864796,-39.58576583862305
0.04229663488386523,-41.55028533935547
0.042400049639082504,-42.55012893676758
0.04250346439429978,-42.068260192871094
0.04260687914951706,-40.13699722290039
0.04271029390473433,-42.04513931274414
0.042813708659951606,-40.47093200683594
0.04291712341516888,-40.47093200683594
0.043020538170386154,-41.04619216918945
0.04312395292560343,-40.13699722290039
0.0432273676808207,-40.98710250854492
0.043330782436037975,-39.393314361572266
0.043434197191255255,-42.519386291503906
0.04353761194647253,-42.43666076660156
0.0436410267016898,-41.55028533935547
0.04374444145690708,-39.52921676635742
0.04384785621212435,-42.04513931274414
0.043951270967341624,-40.385231018066406
0.0440546857225589,-46.66912078857422
0.04415810047777617,-42.43666076660156
0.044261515232993445,-44.11639404296875
0.04436492998821072,-40.98710250854492
0.04446834474342799,-37.23514938354492
0.044571759498645266,-44.08271408081055
0.04467517425386254,-41.3778190612793
0.044778589009079814,-41.064552307128906
0.04488200376429709,-40.557621002197266
0.04498541851951437,-39.58576583862305
0.04508883327473164,-43.38193893432617
0.045192248029948916,-38.669517517089844
0.04529566278516619,-41.997982025146484
0.04539907754038347,-43.99740219116211
0.045502492295600744,-41.6757698059082
0.04560590705081802,-42.04513931274414
0.04570932180603529,-39.14863586425781
0.045812736561252565,-39.811702728271484
0.04591615131646984,-41.82612228393555
0.04601956607168711,-42.77745819091797
0.046122980826904386,-40.18552017211914
0.04622639558212166,-40.18552017211914
0.046329810337338934,-39.628475189208984
0.04643322509255621,-39.04197311401367
0.04653663984777348,-38.769874572753906
0.046640054602990755,-41.8155403137207
0.04674346935820803,-40.541282653808594
0.0468468841134253,-38.769874572753906
0.046950298868642576,-40.008995056152344
0.04705371362385985,-42.77745819091797
0.04715712837907712,-41.3778190612793
0.04726054313429441,-41.50429153442383
0.047363957889511685,-43.55158233642578
0.04746737264472896,-41.46172332763672
0.04757078739994623,-41.04619216918945
0.047674202155163506,-42.122779846191406
0.04777761691038078,-41.82612228393555
0.04788103166559805,-43.09782028198242
0.04798444642081533,-39.679420471191406
0.0480878611760326,-41.10609436035156
0.048191275931249875,-42.519386291503906
0.04829469068646715,-38.15876007080078
0.04839810544168442,-40.802818298339844
0.048501520196901696,-40.671688079833984
0.04860493495211897,-41.55028533935547
0.04870834970733624,-40.385231018066406
0.04881176446255352,-40.18552017211914
0.04891517921777079,-41.354331970214844
0.049018593972988064,-39.40049362182617
0.04912200872820534,-42.55012893676758
0.04922542348342262,-40.19769287109375
0.04932883823863989,-41.8155403137207
0.049432252993857166,-42.43666076660156
0.04953566774907445,-38.15876007080078
0.04963908250429172,-38.997562408447266
0.049742497259508994,-39.61409378051758
0.04984591201472627,-39.36219024658203
0.04994932676994354,-43.28125
0.050052741525160815,-39.124237060546875
0.05015615628037809,-39.58576583862305
0.05025957103559536,-37.91330337524414
0.05036298579081264,-39.76715850830078
0.05046640054602991,-41.55028533935547
0.050569815301247184,-39.52921676635742
0.05067323005646446,-41.04619216918945
0.05077664481168173,-39.679420471191406
0.050880059566899005,-38.22404861450195
0.05098347432211628,-41.3778190612793
0.05108688907733355,-41.446346282958984
0.05119030383255083,-41.064552307128906
0.05129371858776811,-39.811702728271484
0.05139713334298538,-39.14863586425781
0.051500548098202655,-40.671688079833984
0.05160396285341993,-40.27094650268555
0.0517073776086372,-39.23133850097656
0.05181079236385448,-41.46172332763672
0.051914207119071756,-40.385231018066406
0.05201762187428903,-41.55028533935547
0.052121036629506304,-38.64588165283203
0.05222445138472358,-40.41005325317383
0.05232786613994085,-43.149967193603516
0.052431280895158125,-42.068260192871094
0.0525346956503754,-38.769874572753906
0.05263811040559267,-39.68769454956055
0.052741525160809946,-44.11639404296875
0.05284493991602722,-38.05073928833008
0.052948354671244494,-41.84810256958008
0.053051769426461774,-40.385231018066406
0.05315518418167905,-40.98710250854492
0.05325859893689632,-40.59457015991211
0.053362013692113595,-42.14419937133789
0.05346542844733087,-40.98710250854492
0.05356884320254814,-38.64588165283203
0.05367225795776542,-41.46172332763672
0.05377567271298269,-41.793724060058594
0.053879087468199964,-38.38399124145508
0.05398250222341724,-39.679420471191406
0.05408591697863451,-40.385231018066406
0.05418933173385179,-40.18552017211914
0.054292746489069066,-40.385231018066406
0.05439616124428634,-39.811702728271484
0.05449957599950361,-40.27094650268555
0.05460299075472089,-39.07741165161133
0.05470640550993816,-39.52921676635742
0.054809820265155434,-40.05889129638672
0.05491323502037271,-40.385231018066406
0.05501664977558999,-40.47093200683594
0.05512006453080726,-42.122779846191406
0.055223479286024536,-41.001747131347656
0.05532689404124181,-38.665470123291016
0.055430308796459084,-41.064552307128906
0.05553372355167636,-42.14419937133789
0.05563713830689363,-39.58576583862305
0.055740553062110905,-39.61409378051758
0.05584396781732818,-40.541282653808594
0.05594738257254545,-43.65882110595703
0.056050797327762726,-39.426361083984375
0.05615421208298,-42.689720153808594
0.056257626838197274,-40.82858657836914
0.05636104159341455,-42.997947692871094
0.05646445634863183,-41.001747131347656
0.0565678711038491,-38.769874572753906
0.056671285859066375,-42.5749397277832
0.05677470061428365,-41.064552307128906
0.05687811536950092,-40.47093200683594
0.056981530124718204,-42.689720153808594
0.05708494487993548,-41.3778190612793
0.05718835963515275,-41.354331970214844
0.057291774390370025,-41.446346282958984
0.0573951891455873,-41.997982025146484
0.05749860390080457,-41.55028533935547
0.057602018656021846,-40.723358154296875
0.05770543341123912,-39.315093994140625
0.05780884816645639,-40.82858657836914
0.05791226292167367,-40.541282653808594
0.05801567767689094,-40.557621002197266
0.058119092432108214,-41.82612228393555
0.05822250718732549,-41.354331970214844
0.05832592194254276,-40.671688079833984
0.058429336697760036,-39.124237060546875
0.05853275145297731,-41.82612228393555
0.05863616620819458,-39.46009063720703
0.058739580963411864,-38.065738677978516
0.058842995718629144,-40.541282653808594
0.05894641047384642,-38.306514739990234
0.05904982522906369,-41.46172332763672
0.059153239984280966,-41.446346282958984
0.05925665473949824,-42.04513931274414
0.05936006949471551,-39.811702728271484
0.05946348424993279,-41.617618560791016
0.05956689900515006,-42.43666076660156
0.059670313760367334,-41.46172332763672
0.05977372851558461,-39.61646270751953
0.05987714327080188,-40.98710250854492
0.059980558026019155,-40.385231018066406
0.06008397278123643,-42.689720153808594
0.0601873875364537,-39.76715850830078
0.06029080229167098,-42.244483947753906
0.06039421704688825,-39.811702728271484
0.060497631802105524,-40.694976806640625
0.0606010465573228,-43.65882110595703
0.06070446131254007,-40.98710250854492
0.06080787606775735,-41.5986442565918
0.060911290822974626,-40.82858657836914
0.061014705578191906,-39.61409378051758
0.06111812033340918,-39.61409378051758
0.06122153508862645,-42.04513931274414
0.06132494984384373,-39.97331237792969
0.061428364599060994,-39.910892486572266
0.061531779354278275,-41.55028533935547
0.06163519410949554,-38.805240631103516
0.06173860886471282,-39.679420471191406
0.06184202361993009,-38.60731887817383
0.06194543837514737,-39.77821350097656
0.06204885313036464,-37.5999755859375
0.06215226788558192,-40.98710250854492
0.0622556826407992,-38.27127456665039
0.062359097396016465,-36.26442337036133
0.062462512151233746,-40.09809875488281
0.06256592690645102,-39.36219024658203
0.06266934166166829,-38.665470123291016
0.06277275641688557,-38.065738677978516
0.06287617117210284,-42.244483947753906
0.06297958592732011,-40.541282653808594
0.06308300068253739,-39.61646270751953
0.06318641543775466,-37.5999755859375
0.06328983019297194,-40.05889129638672
0.06339324494818921,-41.064552307128906
0.06349665970340648,-39.679420471191406
0.06360007445862376,-39.76715850830078
0.06370348921384104,-38.410728454589844
0.0638069039690583,-39.124237060546875
0.06391031872427559,-39.58576583862305
0.06401373347949285,-37.792518615722656
0.06411714823471014,-43.70527648925781
0.0642205629899274,-41.5986442565918
0.06432397774514469,-40.648521423339844
0.06442739250036195,-39.25839614868164
0.06453080725557923,-36.792118072509766
0.06463422201079651,-39.203773498535156
0.06473763676601378,-42.04513931274414
0.06484105152123106,-39.76715850830078
0.06494446627644833,-41.10609436035156
0.0650478810316656,-39.315093994140625
0.06515129578688288,-39.1338996887207
0.06525471054210015,-39.811702728271484
0.06535812529731742,-40.541282653808594
0.0654615400525347,-39.393314361572266
0.06556495480775197,-40.18552017211914
0.06566836956296926,-40.13699722290039
0.06577178431818652,-40.008995056152344
0.0658751990734038,-37.792518615722656
0.06597861382862107,-41.25859832763672
0.06608202858383835,-38.7580680847168
0.06618544333905561,-40.557621002197266
0.0662888580942729,-40.13699722290039
0.06639227284949016,-39.426361083984375
0.06649568760470745,-40.385231018066406
0.06659910235992471,-36.382381439208984
0.066702517115142,-41.25859832763672
0.06680593187035927,-42.519386291503906
0.06690934662557654,-40.557621002197266
0.06701276138079382,-40.18552017211914
0.06711617613601109,-42.5749397277832
0.06721959089122836,-42.14419937133789
0.06732300564644564,-39.43899917602539
0.06742642040166291,-38.72296142578125
0.06752983515688019,-43.99740219116211
0.06763324991209747,-42.519386291503906
0.06773666466731473,-39.97331237792969
0.06784007942253202,-40.09809875488281
0.06794349417774928,-42.04513931274414
0.06804690893296657,-41.04619216918945
0.06815032368818383,-39.76715850830078
0.06825373844340112,-41.001747131347656
0.06835715319861838,-41.354331970214844
0.06846056795383566,-41.354331970214844
0.06856398270905292,-39.61646270751953
0.06866739746427021,-40.541282653808594
0.06877081221948747,-40.59457015991211
0.06887422697470476,-41.10609436035156
0.06897764172992202,-41.55028533935547
0.0690810564851393,-39.14863586425781
0.06918447124035658,-41.84810256958008
0.06928788599557385,-40.648521423339844
0.06939130075079113,-41.25859832763672
0.0694947155060084,-39.679420471191406
0.06959813026122569,-41.55028533935547
0.06970154501644295,-42.689720153808594
0.06980495977166024,-39.910892486572266
0.0699083745268775,-39.46009063720703
0.07001178928209478,-38.49685287475586
0.07011520403731204,-39.811702728271484
0.07021861879252933,-42.244483947753906
0.07032203354774659,-39.25839614868164
0.07042544830296388,-40.09809875488281
0.07052886305818114,-41.55028533935547
0.07063227781339843,-42.04513931274414
0.07073569256861569,-41.46172332763672
0.07083910732383297,-40.47093200683594
0.07094252207905023,-41.50429153442383
0.07104593683426752,-42.596065521240234
0.07114935158948478,-41.793724060058594
0.07125276634470207,-40.13699722290039
0.07135618109991934,-39.43899917602539
0.07145959585513662,-41.793724060058594
0.0715630106103539,-40.385231018066406
0.07166642536557116,-39.203773498535156
0.07176984012078845,-42.068260192871094
0.07187325487600571,-40.008995056152344
0.071976669631223,-40.802818298339844
0.07208008438644026,-40.008995056152344
0.07218349914165754,-40.671688079833984
0.0722869138968748,-39.58576583862305
0.07239032865209209,-37.69636917114258
0.07249374340730935,-41.55028533935547
0.07259715816252664,-40.18552017211914
0.0727005729177439,-41.55028533935547
0.07280398767296119,-38.7580680847168
0.07290740242817845,-40.050537109375
0.07301081718339573,-41.001747131347656
0.073114231938613,-40.84526062011719
0.07321764669383028,-37.86632537841797
0.07332106144904756,-40.57957077026367
0.07342447620426483,-39.07741165161133
0.0735278909594821,-38.065738677978516
0.07363130571469938,-39.58576583862305
0.07373472046991666,-41.25859832763672
0.07383813522513392,-40.98710250854492
0.07394154998035121,-41.82612228393555
0.07404496473556847,-40.59457015991211
0.07414837949078576,-38.55863952636719
0.07425179424600302,-43.405975341796875
0.07435520900122031,-42.99246597290039
0.07445862375643757,-40.05889129638672
0.07456203851165485,-41.10609436035156
0.07466545326687211,-38.49685287475586
0.0747688680220894,-39.315093994140625
0.07487228277730666,-42.157737731933594
0.07497569753252395,-40.264408111572266
0.07507911228774121,-41.46172332763672
0.0751825270429585,-42.997947692871094
0.07528594179817577,-37.5999755859375
0.07538935655339304,-41.061038970947266
0.07549277130861032,-40.41005325317383
0.07559618606382759,-39.14863586425781
0.07569960081904487,-42.997947692871094
0.07580301557426214,-39.19234085083008
0.07590643032947941,-40.385231018066406
0.07600984508469669,-38.53998565673828
0.07611325983991397,-41.446346282958984
0.07621667459513123,-42.752689361572266
0.07632008935034852,-39.9821662902832
0.07642350410556578,-43.405975341796875
0.07652691886078307,-40.84526062011719
0.07663033361600033,-40.98710250854492
0.07673374837121762,-44.62792205810547
0.07683716312643488,-41.25859832763672
0.07694057788165216,-39.80241775512695
0.07704399263686942,-40.19769287109375
0.07714740739208671,-40.008995056152344
0.07725082214730399,-41.55028533935547
0.07735423690252126,-40.648521423339844
0.07745765165773853,-41.20382308959961
0.0775610664129558,-41.55028533935547
0.07766448116817308,-40.41005325317383
0.07776789592339035,-40.385231018066406
0.07787131067860763,-40.18552017211914
0.0779747254338249,-39.679420471191406
0.07807814018904218,-40.19769287109375
0.07818155494425945,-41.03385925292969
0.07828496969947674,-42.43666076660156
0.078388384454694,-40.385231018066406
0.07849179920991128,-39.36219024658203
0.07859521396512854,-41.84810256958008
0.07869862872034583,-40.694976806640625
0.07880204347556309,-39.140663146972656
0.07890545823078038,-39.14863586425781
0.07900887298599764,-42.689720153808594
0.07911228774121493,-38.065738677978516
0.0792157024964322,-39.46009063720703
0.07931911725164947,-42.519386291503906
0.07942253200686675,-42.157737731933594
0.07952594676208402,-42.5749397277832
0.0796293615173013,-40.19769287109375
0.07973277627251857,-40.385231018066406
0.07983619102773584,-41.20382308959961
0.07993960578295312,-40.47093200683594
0.08004302053817039,-37.69636917114258
